LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Isocyanide_id,Isocyanide_SMILES,Ketone_id,Ketone_SMILES,Carboxylic_acid_id,Carboxylic_SMILES,ARCHITECTURE,REACTION_TYP
LNPhub_2V00000103,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCC)(CCCC(=O)OCC)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A8,CCN(CC)CCCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K32,OCC,Ac25,C(=O)CCCCCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000104,CCCCNC(=O)C(CCCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C)(CCCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C)N(CCN1CCS(=O)(=O)CC1)C(=O)C(CCC)CCC,A47,C1CS(=O)(=O)CCN1CCN,Is5,NCCCC,K4,O[C@H]1[C@@](C)2CC[C@@H](C(C)(C)2)C1,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000105,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCN1CCCCCC1)C(CCCC(=O)OCCCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCCCC)C(=O)NCC(=O)OC,A20,C1CCCCCN1CCCN,Is0,NCC(=O)OC,K46,OCCCCCCCCCCCCCCCCC,Ac20,C(=O)CCCCCCC/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000106,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCC)N(CCCN1CCCCCC1)C(=O)C(CCCCCCCC)CCCCCCCC,A20,C1CCCCCN1CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K39,OCCCCCCCCCC,Ac47,C(=O)C(CCCCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000107,CCCCCCCCC(CCCCCC)COC(=O)CCCC(CCCC(=O)OCC(CCCCCC)CCCCCCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(CCN1CCCCC1CC)C(=O)C1CCCC1,A41,C1(CC)CCCCN1CCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K19,OCC(CCCCCCCC)CCCCCC,Ac38,C(=O)C8CCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000108,CCCCNC(=O)C(CCCC(=O)OCCCC)(CCCC(=O)OCCCC)N(CCCN1CCCCC1)C(=O)C1CCCC1,A17,C1CCCCN1CCCN,Is5,NCCCC,K34,OCCCC,Ac38,C(=O)C8CCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000109,CCCCCCCC/C=C\CCCCCCCC(=O)N(C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)C(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)C(=O)NCCCn1cccn1,A7,N(C1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3),Is8,NCCCn1nccc1,K12,OCCC7=CC[C@@]8C[C@]7(C8(C)C),Ac19,C(=O)CCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000110,CCCCCCCC/C=C\CCCCCCCCN(C(C)=O)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A0,N(CCCCCCCC/C=C\CCCCCCCC),Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac0,C(=O)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000111,CCCC/C=C\CCCCCCCCC(=O)N(CCN1CCCCCC1)C(CCCC(=O)OCC(CCCC)CCCCCC)(CCCC(=O)OCC(CCCC)CCCCCC)C(=O)NCC(=O)OC(C)(C)C,A27,C1CCCCCN1CCN,Is2,NCC(=O)OC(C)(C)C,K22,OCC(CCCC)CCCCCC,Ac28,C(=O)CCCCCCCC/C=C\CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000112,CCCCCCCCCCCCC(=O)N(CCCCN1CCCCC1)C(CCCC(=O)OCCCCCC)(CCCC(=O)OCCCCCC)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A12,C1CCCCN1CCCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K35,OCCCCCC,Ac11,C(=O)CCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000113,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)N(CCCCCCCC/C=C\CCCCCCCC)C(=O)CCCCCCCCCCCCCCCCCC,A0,N(CCCCCCCC/C=C\CCCCCCCC),Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000114,CCCCCCCCCCC(=O)N(CCCN1CCOCC1)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NCC(=O)OC,A50,C1COCCN1CCCN,Is0,NCC(=O)OC,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac9,C(=O)CCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000115,CCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(C(=O)C(CCC)CCC)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A40,N(C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K43,OCCCCCCCCCCCCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000116,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCC)(CCCC(=O)OCCC)N(CCN1CCCN(C)CC1)C(=O)C(CCC)CCC,A16,C1CN(C)CCCN1CCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K33,OCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000117,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCC)N(CCCn1cccn1)C(=O)C12CC3C[C@@](C)(C1)C[C@](C)(C3)C2,A1,n1cccn1CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K44,OCCCCCCCCCCCCCCC,Ac34,C(=O)C78C[C@]9(C)CC(C7)C[C@](C9)(C)C8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000118,CCC(=O)N(CCn1ccnc1)C(CCCC(=O)OC/C=C(/C)CCC=C(C)C)(CCCC(=O)OC/C=C(/C)CCC=C(C)C)C(=O)NCC(=O)OC(C)(C)C,A45,c1cncn1CCN,Is2,NCC(=O)OC(C)(C)C,K16,OC/C=C(C)\CCC=C(C)C,Ac1,C(=O)CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000119,CCC1CCCCN1CCCN(C(=O)CC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)C(CCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)(CCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A36,C1(CC)CCCCN1CCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K28,OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),Ac30,C(=O)CC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000120,CCCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCCC)(C(=O)NC1CCCCC1)N(CCCN(CCC)CCC)C(=O)C1CC1,A32,N(CCC)(CCC)CCCN,Is4,NC1CCCCC1,K46,OCCCCCCCCCCCCCCCCC,Ac36,C(=O)C8CC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000121,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCC(CCCCCC)CCCCCCCC)(CCCC(=O)OCC(CCCCCC)CCCCCCCC)N(C(=O)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A40,N(C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is6,NCCCCCCCC/C=C\CCCCCCCC,K19,OCC(CCCCCCCC)CCCCCC,Ac29,C(=O)C1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000122,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCCCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCCCCC)N(CCC1CCN(CC)CC1)C(=O)CCCCCCCCCCCCCCCCCC,A28,C1CN(CC)CCC1CCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K47,OCCCCCCCCCCCCCCCCCC,Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000123,CCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCC)(C(=O)NCC(=O)OCC)N(CCCN(CC(C)C)CC(C)C)C(=O)CCCC,A22,CC(C)CN(CC(C)C)CCCN,Is1,NCC(=O)OCC,K36,OCCCCCCC,Ac3,C(=O)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000124,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCCCCCCCC)(CCCC(=O)OCCCCCCCCC)N(CCN1CCCCCC1)C(=O)CC/C=C\CCCCCC,A27,C1CCCCCN1CCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K38,OCCCCCCCCC,Ac32,C(=O)CC/C=C\CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000125,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/COC(=O)CCCC(CCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)(C(=O)NC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)N(CCN(CCO)CCO)C(=O)C2CC2)C(C)(C)CCC1,A44,N(CCO)(CCO)CCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K28,OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),Ac36,C(=O)C8CC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000126,CCCC/C=C\CCCCCCCCC(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)C(=O)NCCCC,A8,CCN(CC)CCCCN,Is5,NCCCC,K12,OCCC7=CC[C@@]8C[C@]7(C8(C)C),Ac28,C(=O)CCCCCCCC/C=C\CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000127,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCC(CC)CCCC)(CCCC(=O)OCC(CC)CCCC)N(CCCN1CCCC1)C(=O)C1CCCCCCCCCCC1,A6,C1CCCN1CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K27,OCC(CC)CCCC,Ac42,C(=O)C8CCCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000128,CCCCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCCCC)(C(=O)NC(C)(C)C)N(C(=O)CCCCCCCC)C1CCN(C)CC1,A25,C1CN(C)CCC1N,Is3,NC(C)(C)C,K47,OCCCCCCCCCCCCCCCCCC,Ac7,C(=O)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000129,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC)(CCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC)N(CCCN(CC)CC)C(=O)CCCCCC(C)(C)C,A11,N(CC)(CC)CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K20,OCC(CCCCCCCC)CCCCCCCCCC,Ac50,C(=O)CCCCCC(C)(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000130,CCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(C(=O)C1CCC1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A40,N(C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is2,NCC(=O)OC(C)(C)C,K38,OCCCCCCCCC,Ac37,C(=O)C8CCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000131,CCCCCCCCCCCCCCCCCCC(=O)N(CCCN(C(C)C)C(C)C)C(CCCC(=O)OCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCC)C(=O)NCC(=O)OC,A37,N(C(C)C)(C(C)C)CCCN,Is0,NCC(=O)OC,K44,OCCCCCCCCCCCCCCC,Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000132,CCN(CC)CCCC(C)N(C(=O)C1CCCC1)C(CCCC(=O)OC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CCC=C(C)C)C(=O)NCC(=O)OC,A9,CCN(CC)CCCC(C)N,Is0,NCC(=O)OC,K15,OC/C=C(C)/CCC=C(C)C,Ac38,C(=O)C8CCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000133,CCCCCCCCCCC(=O)N(CCN1CCCCC1CC)C(CCCC(=O)OCC(CCCCCC)CCCCCCCC)(CCCC(=O)OCC(CCCCCC)CCCCCCCC)C(=O)NC(C)(C)C,A41,C1(CC)CCCCN1CCN,Is3,NC(C)(C)C,K19,OCC(CCCCCCCC)CCCCCC,Ac9,C(=O)CCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000134,CCCCCCCCCCCCCCC(=O)N(CCCn1cccn1)C(CCCC(=O)OCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCC)C(=O)NC1CCCCC1,A1,n1cccn1CCCN,Is4,NC1CCCCC1,K39,OCCCCCCCCCC,Ac13,C(=O)CCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000135,CCCCCCCCCCCCCCCCC(=O)N(CCN(CC)CC)C(CCCC(=O)OCC(CC)CCCC)(CCCC(=O)OCC(CC)CCCC)C(=O)NC1CCCCC1,A18,CCN(CC)CCN,Is4,NC1CCCCC1,K27,OCC(CC)CCCC,Ac15,C(=O)CCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000136,CCCCCCCCCCCCCCCCC(=O)N(CCN(CCC)CCC)C(CCCC(=O)OCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCC)C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A33,CCCN(CCC)CCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K43,OCCCCCCCCCCCCCC,Ac15,C(=O)CCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000137,CC(C)=CCC/C(C)=C/COC(=O)CCCC(CCCC(=O)OC/C=C(\C)CCC=C(C)C)(C(=O)NCC(=O)OC(C)(C)C)N(CCCN1CCN(C)CC1)C(=O)C1CCCCCC1,A3,C1CN(C)CCN1CCCN,Is2,NCC(=O)OC(C)(C)C,K15,OC/C=C(C)/CCC=C(C)C,Ac40,C(=O)C8CCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000138,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(C(=O)CCCCCCC)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A7,N(C1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3),Is6,NCCCCCCCC/C=C\CCCCCCCC,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac6,C(=O)CCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000139,CCCCC(=O)N(C1CCN(C)CC1)C(CCCC(=O)O[C@H]1C[C@@H]2CC[C@H]1C2)(CCCC(=O)O[C@H]1C[C@@H]2CC[C@H]1C2)C(=O)NCC(=O)OC(C)(C)C,A25,C1CN(C)CCC1N,Is2,NCC(=O)OC(C)(C)C,K7,O[C@H]1C[C@@H]2CC[C@H]1C2,Ac3,C(=O)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000140,CCCCCCCCC(CCCCCC)C(=O)N(CCCCN(CC)CC)C(CCCC(=O)OCC1=CCC2CC1C2(C)C)(CCCC(=O)OCC1=CCC2CC1C2(C)C)C(=O)NCC(=O)OC,A8,CCN(CC)CCCCN,Is0,NCC(=O)OC,K10,OCC7=CCC8CC7(C8(C)C),Ac18,C(=O)C(CCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000141,CCCCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCCCC)(C(=O)NC(C)(C)C)N(C(=O)CC)C1CCN(Cc2ccccc2)CC1,A49,C1CN(Cc2ccccc2)CCC1N,Is3,NC(C)(C)C,K47,OCCCCCCCCCCCCCCCCCC,Ac1,C(=O)CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000142,CCCCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCCCC)(C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(CCN(CC)CC)C(=O)CCCCCCCCCCCC,A18,CCN(CC)CCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K47,OCCCCCCCCCCCCCCCCCC,Ac11,C(=O)CCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000143,CC(C)=CCC/C(C)=C/COC(=O)CCCC(CCCC(=O)OC/C=C(\C)CCC=C(C)C)(C(=O)NC(C)(C)C)N(CCN(C)C)C(=O)C12CC3C[C@@](C)(C1)C[C@](C)(C3)C2,A5,N(C)(C)CCN,Is3,NC(C)(C)C,K15,OC/C=C(C)/CCC=C(C)C,Ac34,C(=O)C78C[C@]9(C)CC(C7)C[C@](C9)(C)C8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000144,CC(C)(C)OC(=O)CNC(=O)C(CCCC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)(CCCC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(CCN(CCO)CCO)C(=O)C1CCCCCCCCCCC1,A44,N(CCO)(CCO)CCN,Is2,NCC(=O)OC(C)(C)C,K48,OC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,Ac42,C(=O)C8CCCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000145,CCC1CCN(CCN(C(=O)C2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)C(CCCC(=O)OC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CCC=C(C)C)C(=O)NC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)CC1,A38,C1CC(CC)CCN1CCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K15,OC/C=C(C)/CCC=C(C)C,Ac29,C(=O)C1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000146,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)N(CCCn1cccn1)C(=O)C1CC1,A1,n1cccn1CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K2,OCCC#CCCCCCC,Ac36,C(=O)C8CC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000147,CCCCCCCCCCCCC(=O)N(CCCN(CC(C)C)CC(C)C)C(CCCC(=O)OCCCCCCC)(CCCC(=O)OCCCCCCC)C(=O)NCC(=O)OCC,A22,CC(C)CN(CC(C)C)CCCN,Is1,NCC(=O)OCC,K36,OCCCCCCC,Ac11,C(=O)CCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000148,CCOC(=O)CNC(=O)C(CCCC(=O)OC1CCC[C@@H]2CCCC[C@H]12)(CCCC(=O)OC1CCC[C@@H]2CCCC[C@H]12)N(CCN1CCCC1)C(=O)C[C](C)CCC=C(C)C,A13,C1CCCN1CCN,Is1,NCC(=O)OCC,K6,OC8[C@H]9CCCC[C@H]9CCC8,Ac53,C(=O)C[C@@](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000149,CCCCNC(=O)C(CCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)(CCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)N(CCN1CCCCC1CC)C(=O)C1CCCCCCCCCCC1,A41,C1(CC)CCCCN1CCN,Is5,NCCCC,K28,OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),Ac42,C(=O)C8CCCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000150,CCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCC)(C(=O)NC1CCCCC1)N(CCCn1cccn1)C(=O)C1CC(C)C2CCCC12,A1,n1cccn1CCCN,Is4,NC1CCCCC1,K41,OCCCCCCCCCCCC,Ac35,C(=O)C8CC(C)C9CCCC89,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000151,C=C(C)[C]1CC[C](C)C[C]1OC(=O)CCCC(CCCC(=O)O[C]1C[C](C)CC[C]1C(=C)C)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(C(=O)CCCCC)C1CCN(Cc2ccccc2)CC1,A49,C1CN(Cc2ccccc2)CCC1N,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K9,O[C@@]7[C@@](C(=C)C)CC[C@](C)C7,Ac4,C(=O)CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000152,CCCCCCCCCCCCCC(=O)N(CCCCCN(C(C)C)C(C)C)C(CCCC(=O)OCC1=CCC2CC1C2(C)C)(CCCC(=O)OCC1=CCC2CC1C2(C)C)C(=O)NC1CCCCC1,A31,CC(C)N(C(C)C)CCCCCN,Is4,NC1CCCCC1,K10,OCC7=CCC8CC7(C8(C)C),Ac12,C(=O)CCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000153,CCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCC)(C(=O)NC1CCCCC1)N(CC(C)(C)CN(C)C)C(=O)CCCCCCCCC,A29,CN(C)CC(C)(C)CN,Is4,NC1CCCCC1,K44,OCCCCCCCCCCCCCCC,Ac8,C(=O)CCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000154,CC/C=C\CCC(=O)N(CCn1ccnc1)C(CCCC(=O)OCCCCCCC)(CCCC(=O)OCCCCCCC)C(=O)NCC(=O)OC,A45,c1cncn1CCN,Is0,NCC(=O)OC,K36,OCCCCCCC,Ac33,C(=O)CC/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000155,CCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCC)(C(=O)NCCCn1cccn1)N(CCN1CCCN(C)CC1)C(=O)C(CCC)CCC,A16,C1CN(C)CCCN1CCN,Is8,NCCCn1nccc1,K35,OCCCCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000156,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCN(CCC)CCC)C(CCCC(=O)OCC)(CCCC(=O)OCC)C(=O)NCC(=O)OC(C)(C)C,A32,N(CCC)(CCC)CCCN,Is2,NCC(=O)OC(C)(C)C,K32,OCC,Ac19,C(=O)CCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000157,CC1CC(C(=O)N(CCCn2cccn2)C(CCCC(=O)OCC2=CCC3CC2C3(C)C)(CCCC(=O)OCC2=CCC3CC2C3(C)C)C(=O)NCC(=O)OC(C)(C)C)C2CCCC12,A1,n1cccn1CCCN,Is2,NCC(=O)OC(C)(C)C,K10,OCC7=CCC8CC7(C8(C)C),Ac35,C(=O)C8CC(C)C9CCCC89,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
